No,レアリティ,COST,名称,HP (Lv1),HP (MAX),ATK (Lv1),ATK (MAX),効果,効果 (最大解放),備考,イラストレーター,フレーバーテキスト,攻撃力,宝具威力,ダメージプラス,特攻状態を付与,バスター,クイック,アーツ,クリティカル威力アップ,スター発生率,スター集中,毎ターンスター獲得,必中・無敵貫通,弱体付与率,防御無視を付与,防御力,ダメージカット,特防状態を付与,ガッツ状態を付与,回避・無敵,弱体耐性,弱体無効,HP毎ターン回復,HP回復量,HP最大値上昇,NPチャージ,NP獲得量,NP毎ターン獲得,ターゲット集中状態を付与,宝具チャージ段階上昇,退場時,報酬増加系,強化耐性,絆礼装,バレンタイン礼装
496,4,3,ママのとっておき,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（アイリスフィール〔天の衣〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
497,4,3,ナイルの恵み,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ニトクリス）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
498,4,3,モンブラン・オ・ショコラ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（マリー・アントワネット（キャスター））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
499,4,3,ユーフラテスの夕べ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ギルガメッシュ（キャスター））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
500,4,3,じるクン人形,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ジル・ド・レェ（キャスター））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
501,4,3,ちくたくくん,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（メフィストフェレス）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
502,4,3,ドルイドの杖,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（クー・フーリン（キャスター））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
503,4,3,いつか見た幻,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ヴァン・ホーエンハイム・パラケルスス）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
504,4,3,すべての源は、数,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（チャールズ・バベッジ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
505,4,3,ジェロニモ式モカシン,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ジェロニモ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
506,4,3,青い鳥のようなマウス,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ハンス・クリスチャン・アンデルセン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
507,4,3,155番目のソネット,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ウィリアム・シェイクスピア）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
508,4,3,おもちゃのピアノ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ヴォルフガング・アマデウス・モーツァルト）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
509,4,3,ネクタール・ボンボン,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（酒呑童子）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
510,4,3,アル・ブクール,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（山の翁）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
511,4,3,紅白のチョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（両儀式（アサシン））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
512,4,3,弾丸と銃,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（エミヤ（アサシン））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
513,4,3,ビターテイスト・サマー,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（スカサハ（アサシン））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
514,4,3,スーパーナイルフラワーズ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（クレオパトラ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
515,4,3,手作りライスボール,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ヘンリー・ジキル＆ハイド）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
516,4,3,百個入りチョコ袋,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（百貌のハサン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
517,4,3,銘菓風魔まんじゅう,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（風魔小太郎）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
518,4,3,ブラック・ブラック・キス,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（静謐のハサン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
519,4,3,万能布ハッサン,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（呪腕のハサン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
520,4,3,サンソンの栄養チョコドリンク,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（シャルル＝アンリ・サンソン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
521,4,3,ホワイト・デスマスク,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ファントム・オブ・ジ・オペラ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
522,4,3,名月,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（佐々木小次郎）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
523,4,3,ゴールデン・ゴールド・セット,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（坂田金時）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
524,4,3,スケープゴート,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ヴラド三世）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
525,4,3,救急キット,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ナイチンゲール）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
526,4,3,ミニクーちゃん,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（クー・フーリン〔オルタ〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
527,4,3,極上源氏柏餅,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（源頼光）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
528,4,3,謎のホットココアX,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（謎のヒロインＸ〔オルタ〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
529,4,3,猪のかぶりもの,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ヘラクレス）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
530,4,3,何者かの宝剣,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ランスロット）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
531,4,3,瑞典火竜炭火焼サーロイン,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ベオウルフ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
532,4,3,あまいもの,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（茨木童子）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
533,4,3,祝いの飾り,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（呂布奉先）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
534,4,3,ピール・ガウガメラ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（ダレイオス三世）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
535,4,3,シー・ウァレス・ウァレオ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（カリギュラ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
536,4,3,妻からの礼状,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（エイリーク・ブラッドアクス）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
537,4,3,叛逆への第一歩,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（スパルタクス）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
538,4,3,ラビリンスマップ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（アステリオス）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
539,4,3,教会式手作りクッキー,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（天草四郎）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
540,4,3,聖女の安らぎ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（マルタ（ルーラー））",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
541,4,3,淹れ立てのコーヒー,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（巌窟王 エドモン・ダンテス）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
542,4,3,自爆大爆発チョコ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ジャンヌ・ダルク〔オルタ〕）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
543,4,3,たまごチョコ（複数）,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのチョコ（ゴルゴーン）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
544,4,3,悪魔のバンダナ,0,-,0,-,"効果なし (EXP30,000)",-,"イベント期間限定<br>
バレンタインのお返し（アンリマユ）",coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○
545,3,5,フリーランサー,0,0,200,1000,自身のQuickカードのクリティカル威力を25%アップする,30%,,coming soon...,coming soon...,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
546,4,9,小惑星の力学,-,100,-,100,-,自身がフィールドにいる間、〔悪〕特性の味方全体の宝具威力を25%アップ,新宿のアーチャーの絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
547,4,9,干将・莫耶（拳銃）,-,100,-,100,-,自身がフィールドにいる間、味方全体のQuickカード性能を８%アップ＆Artsカード性能を８%アップ＆Busterカード性能を８%アップ,エミヤ（オルタ）の絆Lv10,coming soon...,coming soon...,-,-,-,-,○,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
548,4,9,彼方の荒野,-,100,-,100,-,自身がフィールドにいる間、味方全体のQuickカード性能を10%アップ＆NP獲得量を10%アップ,新宿のアヴェンジャーの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-
549,4,9,百八魔星,-,100,-,100,-,自身がフィールドにいる間、味方全体のQuickカード性能を10%アップ＆クリティカル威力を15%アップ,新宿のアサシンの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
550,5,12,熱砂の語らい,0,0,500,2000,自身のスター集中度を400%アップ＆クリティカル威力を20%アップ,600%/25%,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,-,-,-,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
551,5,12,探偵ヱドモン～春先旅情編～,400,1600,250,1000,自身に無敵貫通状態を付与＆Artsカードの性能を8%アップ,10%,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,-,-,○,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
552,5,12,アズ・ユー・ウィッシュ,750,3000,0,0,自身に無敵状態を付与(1ターン)＆NP獲得量を25%アップ,自身に無敵状態を付与(1ターン)＆NP獲得量を30%アップ,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
553,4,9,カフェ・キャメロット,600,2250,0,0,自身のHP回復量を8%アップ＆弱体耐性を8%アップ＆防御力を8%アップ,10%/10%/10%,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-
554,4,9,アウトレイジ,0,0,400,1500,自身にターゲット集中状態を付与(1ターン)＆NP獲得量を15%アップ,20%,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,○,-,-,-,-,-,-
555,4,9,オペレーション・フィオナ,320,1200,200,750,自身の登場時にスターを10個獲得(1回)＆Busterカード性能を8%アップ,12個/10%,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
556,3,5,キャトルフィーユ,160,800,100,500,自身のQuickカードの性能を2%アップ＆Artsカードの性能を2%アップ＆Busterカードの性能を2%アップ＆精神異常付与成功率を3%アップ,3%/3%/3%/5%,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,○,○,○,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
557,3,5,ネヴァーランド,0,0,200,1000,自身のスター発生率を4%アップ＆クリティカル威力を4%アップ＆宝具威力を4%アップ,自身のスター発生率を8%アップ＆クリティカル威力を8%アップ＆宝具威力を8%アップ,期間限定ガチャ,coming soon...,coming soon...,-,○,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
558,3,5,ラ・シエスタ,0,1500,0,0,自身に毎ターンHP50回復状態を付与＆毎ターンNP1%獲得状態を付与＆毎ターンスター1個獲得状態を付与,100/2%/2%,期間限定ガチャ,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,○,-,-,-,-,-,-,-
559,4,9,ガーデン,-,100,-,100,-,自身がフィールドにいる間、味方全体の攻撃力を15%アップ,アーサーの絆Lv10,coming soon...,coming soon...,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
560,5,12,第六天魔王,0,0,500,2000,自身のBusterカード性能を15%アップ＆宝具威力を15%アップ,20%/20%,イベント期間限定,coming soon...,coming soon...,-,○,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
561,5,12,日輪の城,400,1600,250,1000,自身のクリティカル威力を15%アップ＆スター発生率を15%アップ＆NPを25%チャージした状態でバトルを開始する,20%/20%/40%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-
562,5,12,壬生狼,0,0,500,2000,自身のQuickカード性能を8%アップ＆Busterカード性能を8%アップ＆毎ターンスターを3個獲得する状態を付与,10%/10%/4個,イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,○,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
563,4,9,春風遊歩道,600,2250,0,0,自身のNP獲得量を15%アップ＆ダメージを300カットする状態を付与,20%/400,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
564,3,5,社交界の華,160,800,100,500,自身のQuickカード性能を4%アップ＆Artsカード性能を4%アップ,6%/6%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
565,4,9,ぐだぐだ明治維新,0,-,0,-,"効果なし(EXP30,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
566,3,5,ぐだぐだウェルカム,0,-,0,-,"効果なし (EXP18,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
567,4,9,誓いの羽織,-,100,-,100,-,ガッツ状態を付与(HP1回復、1回)＆クリティカル威力を30%アップ,土方歳三の絆Lv10,coming soon...,coming soon...,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
568,4,9,小豆のお手玉,-,100,-,100,-,自身がフィールドにいる間、味方全体の宝具威力を25%アップ＆防御力を10%ダウン【デメリット】,茶々の絆Lv10,coming soon...,coming soon...,-,○,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
569,5,12,我らが征くは星の大海,0,0,500,2000,自身のBusterカード性能を15%アップ＆NP獲得量を15%アップ,20%/20%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-
570,5,12,いつかの夏,750,3000,0,0,自身のQuickカード性能を8%アップ＆宝具威力を8%アップ＆NPを30%チャージした状態でバトルを開始する,10%/10%/50%,イベント期間限定,coming soon...,coming soon...,-,○,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-
571,4,9,月の海の生徒会,320,1200,200,750,自身のArtsカード性能を10%アップ＆Busterカード性能を10%アップ,15%/15%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
572,4,9,始まりの予感,320,1200,200,750,自身に毎ターンスター2個獲得状態を付与＆毎ターンNP2%獲得状態を付与,3/3%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-,-,-,-,-,-,-
573,3,5,ザ・ケージ,300,1500,0,0,自身のNPを10%チャージした状態でバトルを開始する＆被ダメージ時のNP獲得量を15%アップ,20%/20%,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,○,-,-,-,-,-,-,-,-
574,4,9,BBショット！,0,-,0,-,"効果なし (EXP30,000)",-,イベント期間限定,coming soon...,coming soon...,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
575,4,9,輝くばかりの,-,100,-,100,-,自身のQuickカード性能を20%アップ＆クリティカル威力を30%アップ+自身がフィールドにいる間、自身を除く味方全体のクリティカル威力を10%ダウン【デメリット】,メルトリリスの絆Lv10,coming soon...,coming soon...,-,-,-,-,-,○,-,○,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,○,-
